id,Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит
215945,Прежний уровень,премиум,да,4.0,3,1007,0.23,Кухонная посуда,2,3,6,7
215946,Прежний уровень,стандарт,да,5.5,4,551,0.3,Косметика и аксесуары,5,5,4,6
215947,Прежний уровень,премиум,да,3.5,4,436,0.19,Домашний текстиль,5,2,1,19
215948,Прежний уровень,стандарт,да,5.5,4,829,0.18,Товары для детей,3,0,5,5
215949,Прежний уровень,стандарт,да,3.6,5,928,0.12,Домашний текстиль,6,0,6,8
215950,Прежний уровень,стандарт,да,3.9,5,827,0.25,Мелкая бытовая техника и электроника,6,1,4,8
215951,Прежний уровень,стандарт,да,5.5,3,473,0.13,Домашний текстиль,6,1,3,10
215952,Прежний уровень,стандарт,да,4.9,4,869,0.24,Мелкая бытовая техника и электроника,3,1,4,8
215953,Прежний уровень,стандарт,да,4.1,3,681,0.21,Техника для красоты и здоровья,2,2,3,8
215954,Прежний уровень,стандарт,да,4.3,3,1039,0.13,Мелкая бытовая техника и электроника,4,0,6,7
215955,Прежний уровень,стандарт,да,4.4,5,404,0.21,Товары для детей,5,3,4,12
215956,Прежний уровень,стандарт,да,3.2,4,1027,0.14,Товары для детей,3,1,4,13
215957,Прежний уровень,стандарт,нет,4.4,4,867,0.28,Косметика и аксесуары,5,0,7,9
215958,Прежний уровень,премиум,да,4.0,5,692,0.15,Кухонная посуда,3,2,2,12
215959,Прежний уровень,стандарт,да,3.6,3,825,0.2,Домашний текстиль,5,1,4,10
215960,Прежний уровень,стандарт,да,5.5,4,724,0.25,Техника для красоты и здоровья,5,3,6,6
215961,Прежний уровень,стандарт,нет,3.3,5,544,0.21,Кухонная посуда,2,1,6,6
215962,Прежний уровень,премиум,да,5.2,4,899,0.23,Товары для детей,2,4,8,12
215963,Прежний уровень,премиум,да,4.6,3,702,0.17,Мелкая бытовая техника и электроника,3,3,5,15
215964,Прежний уровень,стандарт,да,5.7,4,228,0.23,Техника для красоты и здоровья,4,0,4,10
215965,Прежний уровень,стандарт,нет,5.5,5,512,0.17,Косметика и аксесуары,4,0,5,6
215966,Прежний уровень,стандарт,да,4.7,3,730,0.2,Техника для красоты и здоровья,2,1,4,7
215967,Прежний уровень,стандарт,нет,4.1,3,775,0.15,Косметика и аксесуары,4,2,4,4
215968,Прежний уровень,стандарт,да,4.9,5,574,0.28,Косметика и аксесуары,4,5,5,5
215969,Прежний уровень,стандарт,да,4.1,5,132,0.28,Техника для красоты и здоровья,5,2,3,8
215970,Прежний уровень,стандарт,да,3.6,4,659,0.21,Домашний текстиль,5,4,4,14
215971,Прежний уровень,стандарт,да,5.2,4,491,0.17,Мелкая бытовая техника и электроника,3,2,2,8
215972,Прежний уровень,стандарт,да,4.3,5,979,0.13,Мелкая бытовая техника и электроника,4,3,6,14
215973,Прежний уровень,стандарт,нет,3.9,4,980,0.15,Мелкая бытовая техника и электроника,2,1,7,4
215974,Прежний уровень,стандарт,да,5.1,4,458,0.2,Домашний текстиль,5,1,6,13
215975,Прежний уровень,стандарт,нет,3.8,3,646,0.21,Мелкая бытовая техника и электроника,4,1,7,9
215976,Прежний уровень,стандарт,да,3.3,4,565,0.24,Товары для детей,3,3,7,8
215977,Прежний уровень,премиум,нет,3.5,5,161,0.14,Кухонная посуда,2,1,5,8
215978,Прежний уровень,премиум,да,4.9,5,676,0.18,Косметика и аксесуары,3,1,7,9
215979,Прежний уровень,стандарт,нет,3.3,3,150,0.14,Домашний текстиль,5,1,1,14
215980,Прежний уровень,стандарт,да,4.7,4,131,0.16,Товары для детей,4,4,0,9
215981,Прежний уровень,стандарт,да,3.8,4,302,0.16,Товары для детей,5,1,5,8
215982,Прежний уровень,стандарт,да,3.5,4,426,0.14,Косметика и аксесуары,6,3,2,7
215983,Прежний уровень,стандарт,нет,4.2,4,160,0.17,Товары для детей,4,5,3,5
215984,Прежний уровень,стандарт,да,4.1,4,913,0.28,Кухонная посуда,2,2,4,7
215985,Прежний уровень,стандарт,да,5.5,5,541,0.17,Мелкая бытовая техника и электроника,4,1,6,5
215986,Прежний уровень,стандарт,да,4.9,4,203,0.11,Товары для детей,5,2,4,14
215987,Прежний уровень,премиум,да,3.3,4,736,0.23,Косметика и аксесуары,2,4,5,12
215988,Прежний уровень,стандарт,да,4.4,3,910,0.11,Техника для красоты и здоровья,2,1,5,15
215989,Прежний уровень,стандарт,да,4.7,4,529,0.24,Мелкая бытовая техника и электроника,4,1,0,11
215990,Прежний уровень,стандарт,да,4.7,4,826,0.16,Техника для красоты и здоровья,2,2,6,12
215991,Прежний уровень,стандарт,да,5.8,4,713,0.3,Косметика и аксесуары,4,5,5,8
215992,Прежний уровень,премиум,да,4.2,4,1003,0.17,Техника для красоты и здоровья,4,2,7,11
215993,Прежний уровень,стандарт,да,4.7,4,673,0.26,Косметика и аксесуары,3,2,5,8
215994,Прежний уровень,стандарт,да,5.1,5,312,0.11,Техника для красоты и здоровья,2,4,6,14
215995,Прежний уровень,стандарт,да,5.3,5,348,0.14,Товары для детей,4,4,6,14
215996,Прежний уровень,премиум,да,4.4,3,807,0.14,Мелкая бытовая техника и электроника,5,1,3,9
215997,Прежний уровень,премиум,да,5.5,4,466,0.16,Товары для детей,3,4,1,13
215998,Прежний уровень,премиум,да,4.4,4,959,0.13,Мелкая бытовая техника и электроника,6,1,3,6
215999,Прежний уровень,стандарт,да,4.3,3,768,0.18,Кухонная посуда,3,0,3,9
216000,Прежний уровень,стандарт,да,3.3,5,372,0.25,Кухонная посуда,2,2,5,8
216001,Прежний уровень,премиум,да,5.3,3,973,0.17,Домашний текстиль,4,2,4,11
216002,Прежний уровень,стандарт,да,4.9,4,435,0.23,Косметика и аксесуары,3,2,5,7
216003,Прежний уровень,премиум,да,5.5,5,913,0.25,Кухонная посуда,3,1,7,10
216004,Прежний уровень,стандарт,нет,3.5,3,635,0.16,Техника для красоты и здоровья,4,1,9,9
216005,Прежний уровень,стандарт,да,4.3,3,791,0.11,Товары для детей,5,1,4,10
216006,Прежний уровень,стандарт,нет,4.9,3,248,0.3,Техника для красоты и здоровья,3,3,0,15
216007,Прежний уровень,стандарт,да,5.5,4,920,0.3,Техника для красоты и здоровья,3,1,8,10
216008,Прежний уровень,стандарт,да,6.1,4,953,0.26,Домашний текстиль,5,2,5,10
216009,Прежний уровень,стандарт,да,3.3,4,965,0.21,Косметика и аксесуары,2,1,2,5
216010,Прежний уровень,стандарт,да,4.9,3,907,0.16,Домашний текстиль,4,1,5,9
216011,Прежний уровень,премиум,да,5.6,4,793,0.21,Домашний текстиль,5,2,1,11
216012,Прежний уровень,премиум,да,4.9,3,576,0.44,Кухонная посуда,3,0,2,9
216013,Прежний уровень,стандарт,нет,6.1,3,312,0.47,Домашний текстиль,3,1,2,12
216014,Прежний уровень,стандарт,да,4.2,4,382,0.25,Мелкая бытовая техника и электроника,5,1,5,8
216015,Прежний уровень,стандарт,да,5.4,3,629,0.21,Домашний текстиль,6,1,6,6
216016,Прежний уровень,стандарт,да,4.1,3,495,0.16,Мелкая бытовая техника и электроника,3,3,5,8
216017,Прежний уровень,стандарт,да,5.5,4,493,0.25,Товары для детей,3,3,4,8
216018,Прежний уровень,стандарт,нет,3.3,4,304,0.15,Мелкая бытовая техника и электроника,5,3,4,5
216019,Прежний уровень,стандарт,да,5.2,4,746,0.16,Техника для красоты и здоровья,3,3,4,9
216020,Прежний уровень,стандарт,нет,5.1,5,272,0.28,Товары для детей,5,4,3,13
216021,Прежний уровень,премиум,нет,3.9,4,485,0.28,Техника для красоты и здоровья,2,0,5,12
216022,Прежний уровень,стандарт,да,4.5,4,662,0.16,Домашний текстиль,4,2,3,13
216023,Прежний уровень,стандарт,да,4.9,5,271,0.3,Товары для детей,6,5,5,5
216024,Прежний уровень,стандарт,да,2.6,4,389,0.17,Домашний текстиль,2,2,6,7
216025,Прежний уровень,стандарт,да,3.3,5,307,0.24,Товары для детей,6,4,4,10
216026,Прежний уровень,стандарт,нет,2.6,3,639,0.23,Домашний текстиль,3,2,7,9
216027,Прежний уровень,стандарт,нет,5.3,4,403,0.3,Домашний текстиль,4,2,9,11
216028,Прежний уровень,премиум,да,5.6,4,775,0.28,Домашний текстиль,5,3,3,16
216029,Прежний уровень,стандарт,да,3.9,5,370,0.16,Товары для детей,4,2,4,11
216030,Прежний уровень,стандарт,да,3.3,4,475,0.26,Мелкая бытовая техника и электроника,3,1,5,7
216031,Прежний уровень,премиум,да,4.9,3,570,0.2,Домашний текстиль,4,1,3,3
216032,Прежний уровень,стандарт,нет,5.5,4,628,0.33,Товары для детей,3,1,4,8
216033,Прежний уровень,стандарт,да,5.4,4,387,0.11,Техника для красоты и здоровья,2,2,6,11
216034,Прежний уровень,стандарт,да,3.9,4,735,0.17,Мелкая бытовая техника и электроника,3,0,8,8
216035,Прежний уровень,премиум,нет,3.8,4,570,0.14,Товары для детей,2,1,2,13
216036,Прежний уровень,стандарт,нет,4.3,4,671,0.3,Техника для красоты и здоровья,5,2,8,11
216037,Прежний уровень,стандарт,да,4.4,4,558,0.14,Косметика и аксесуары,6,2,1,11
216038,Прежний уровень,премиум,нет,4.1,5,179,0.26,Товары для детей,3,2,2,12
216039,Прежний уровень,премиум,да,4.2,4,919,0.14,Домашний текстиль,3,2,5,20
216040,Прежний уровень,стандарт,да,6.6,5,556,0.16,Техника для красоты и здоровья,5,4,5,15
216041,Прежний уровень,стандарт,нет,2.6,4,498,0.16,Мелкая бытовая техника и электроника,3,4,1,10
216042,Прежний уровень,стандарт,да,3.8,4,168,0.24,Товары для детей,6,3,2,10
216043,Прежний уровень,стандарт,да,4.0,4,577,0.25,Товары для детей,3,3,2,14
216044,Прежний уровень,стандарт,да,5.5,4,347,0.13,Мелкая бытовая техника и электроника,3,5,6,5
216045,Прежний уровень,стандарт,да,5.6,5,190,0.15,Домашний текстиль,3,3,3,17
216046,Прежний уровень,премиум,да,5.5,4,170,0.28,Домашний текстиль,4,5,3,11
216047,Прежний уровень,премиум,да,3.9,4,572,0.14,Мелкая бытовая техника и электроника,4,2,2,6
216048,Прежний уровень,стандарт,да,5.2,5,153,0.14,Техника для красоты и здоровья,6,3,3,9
216049,Прежний уровень,стандарт,да,5.0,4,908,0.16,Домашний текстиль,4,3,0,9
216050,Прежний уровень,стандарт,нет,5.1,3,613,0.27,Домашний текстиль,4,1,3,12
216051,Прежний уровень,премиум,нет,4.4,4,486,0.12,Мелкая бытовая техника и электроника,3,1,2,11
216052,Прежний уровень,стандарт,да,4.3,4,925,0.13,Мелкая бытовая техника и электроника,3,0,5,10
216053,Прежний уровень,стандарт,да,5.3,4,524,0.11,Товары для детей,5,3,5,6
216054,Прежний уровень,стандарт,нет,5.0,5,259,0.13,Домашний текстиль,3,3,4,9
216055,Прежний уровень,стандарт,да,4.4,3,600,0.13,Товары для детей,3,0,4,10
216056,Прежний уровень,премиум,да,4.6,4,871,0.39,Мелкая бытовая техника и электроника,5,2,2,10
216057,Прежний уровень,стандарт,нет,5.5,4,765,0.14,Товары для детей,4,3,6,9
216058,Прежний уровень,стандарт,нет,5.2,3,1051,0.19,Товары для детей,2,1,4,6
216059,Прежний уровень,премиум,да,4.0,4,861,0.14,Техника для красоты и здоровья,3,4,4,11
216060,Прежний уровень,премиум,да,4.2,5,1031,0.21,Домашний текстиль,5,5,9,12
216061,Прежний уровень,премиум,да,4.8,4,851,0.18,Косметика и аксесуары,2,1,6,12
216062,Прежний уровень,стандарт,нет,3.9,4,311,0.26,Кухонная посуда,3,1,4,10
216063,Прежний уровень,премиум,да,5.2,4,982,0.28,Техника для красоты и здоровья,2,2,4,12
216064,Прежний уровень,премиум,да,4.3,4,732,0.11,Домашний текстиль,2,4,5,6
216065,Прежний уровень,стандарт,да,4.1,5,192,0.24,Косметика и аксесуары,4,4,6,16
216066,Прежний уровень,стандарт,нет,3.7,5,628,0.23,Мелкая бытовая техника и электроника,4,2,8,5
216067,Прежний уровень,премиум,да,3.9,4,865,0.24,Товары для детей,3,5,2,11
216068,Прежний уровень,стандарт,нет,3.9,3,1026,0.21,Товары для детей,2,2,8,13
216069,Прежний уровень,стандарт,да,5.5,4,1052,0.24,Домашний текстиль,2,3,6,17
216070,Прежний уровень,премиум,да,3.9,4,379,0.24,Мелкая бытовая техника и электроника,4,1,4,11
216071,Прежний уровень,стандарт,да,5.5,5,930,0.17,Косметика и аксесуары,3,3,3,6
216072,Прежний уровень,стандарт,да,4.7,3,906,0.22,Техника для красоты и здоровья,3,4,2,6
216073,Прежний уровень,стандарт,нет,5.4,4,226,0.28,Мелкая бытовая техника и электроника,6,0,7,14
216074,Прежний уровень,премиум,да,3.7,3,828,0.14,Товары для детей,3,3,3,7
216075,Прежний уровень,стандарт,да,3.6,5,505,0.26,Косметика и аксесуары,6,1,3,15
216076,Прежний уровень,стандарт,да,5.1,3,460,0.28,Техника для красоты и здоровья,3,0,4,14
216077,Прежний уровень,премиум,да,4.9,4,763,0.25,Мелкая бытовая техника и электроника,2,2,2,17
216078,Прежний уровень,стандарт,да,3.6,5,751,0.3,Мелкая бытовая техника и электроника,5,3,5,12
216079,Прежний уровень,стандарт,нет,4.0,4,297,0.23,Товары для детей,2,4,3,10
216080,Прежний уровень,стандарт,да,5.7,3,804,0.33,Мелкая бытовая техника и электроника,3,3,6,9
216081,Прежний уровень,стандарт,нет,5.3,4,527,0.3,Домашний текстиль,5,2,4,10
216082,Прежний уровень,стандарт,нет,4.0,3,414,0.23,Домашний текстиль,6,1,6,13
216083,Прежний уровень,стандарт,да,4.4,5,623,0.28,Мелкая бытовая техника и электроника,2,2,6,17
216084,Прежний уровень,премиум,да,5.5,5,1022,0.3,Техника для красоты и здоровья,4,1,7,13
216085,Прежний уровень,премиум,да,3.8,3,755,0.13,Мелкая бытовая техника и электроника,4,5,4,15
216086,Прежний уровень,стандарт,нет,4.3,3,494,0.25,Косметика и аксесуары,2,3,4,4
216087,Прежний уровень,стандарт,нет,5.1,4,166,0.31,Товары для детей,5,1,5,9
216088,Прежний уровень,стандарт,нет,4.7,4,946,0.18,Косметика и аксесуары,3,1,4,9
216089,Прежний уровень,стандарт,нет,4.6,4,561,0.2,Товары для детей,4,3,1,14
216090,Прежний уровень,стандарт,нет,5.5,4,793,0.27,Косметика и аксесуары,3,0,3,7
216091,Прежний уровень,стандарт,да,5.5,5,162,0.25,Косметика и аксесуары,6,3,2,16
216092,Прежний уровень,стандарт,да,4.3,5,1035,0.25,Мелкая бытовая техника и электроника,5,2,7,5
216093,Прежний уровень,стандарт,да,5.5,4,856,0.17,Техника для красоты и здоровья,3,2,7,13
216094,Прежний уровень,стандарт,нет,6.3,5,215,0.24,Техника для красоты и здоровья,5,1,2,8
216095,Прежний уровень,стандарт,да,5.8,4,978,0.36,Кухонная посуда,2,0,4,6
216096,Прежний уровень,стандарт,да,5.3,5,479,0.3,Кухонная посуда,4,4,7,10
216097,Прежний уровень,стандарт,да,5.0,4,698,0.27,Кухонная посуда,4,3,2,8
216098,Прежний уровень,стандарт,да,4.2,4,670,0.16,Мелкая бытовая техника и электроника,4,4,8,7
216099,Прежний уровень,стандарт,да,4.2,5,673,0.14,Товары для детей,3,2,7,9
216100,Прежний уровень,стандарт,нет,2.6,3,497,0.28,Техника для красоты и здоровья,3,1,5,8
216101,Прежний уровень,стандарт,нет,5.4,5,165,0.11,Техника для красоты и здоровья,3,5,3,11
216102,Прежний уровень,стандарт,да,4.1,4,511,0.25,Кухонная посуда,4,0,4,6
216103,Прежний уровень,стандарт,нет,5.7,4,528,0.17,Мелкая бытовая техника и электроника,3,2,3,8
216104,Прежний уровень,стандарт,нет,4.1,4,629,0.13,Домашний текстиль,3,0,6,14
216105,Прежний уровень,премиум,да,4.0,3,869,0.16,Домашний текстиль,5,2,7,14
216106,Прежний уровень,стандарт,да,4.4,5,360,0.28,Товары для детей,4,4,3,11
216107,Прежний уровень,премиум,да,4.0,4,699,0.28,Техника для красоты и здоровья,3,1,1,6
216108,Прежний уровень,стандарт,да,3.6,4,874,0.28,Косметика и аксесуары,3,1,4,6
216109,Прежний уровень,премиум,да,4.4,3,1038,0.28,Кухонная посуда,2,1,1,6
216110,Прежний уровень,премиум,да,5.1,4,549,0.24,Товары для детей,2,5,6,12
216111,Прежний уровень,стандарт,да,4.4,5,395,0.24,Товары для детей,5,2,4,18
216112,Прежний уровень,стандарт,да,4.6,3,179,0.21,Мелкая бытовая техника и электроника,5,1,4,4
216113,Прежний уровень,стандарт,да,5.1,4,797,0.25,Мелкая бытовая техника и электроника,4,5,1,8
216114,Прежний уровень,премиум,да,4.9,5,637,0.16,Косметика и аксесуары,4,1,3,8
216115,Прежний уровень,стандарт,нет,4.4,4,808,0.17,Мелкая бытовая техника и электроника,4,2,0,3
216116,Прежний уровень,стандарт,нет,5.3,3,660,0.19,Товары для детей,4,1,2,6
216117,Прежний уровень,стандарт,да,4.2,5,503,0.3,Домашний текстиль,5,5,5,19
216118,Прежний уровень,стандарт,да,3.6,4,417,0.3,Товары для детей,5,5,2,9
216119,Прежний уровень,премиум,да,4.1,3,208,0.13,Косметика и аксесуары,5,2,1,10
216120,Прежний уровень,стандарт,нет,4.3,5,145,0.25,Кухонная посуда,4,1,3,4
216121,Прежний уровень,стандарт,да,5.0,5,334,0.14,Домашний текстиль,3,3,4,14
216122,Прежний уровень,стандарт,да,5.8,5,365,0.17,Техника для красоты и здоровья,6,2,4,8
216123,Прежний уровень,стандарт,да,4.7,5,419,0.17,Мелкая бытовая техника и электроника,6,1,5,12
216124,Прежний уровень,премиум,да,4.4,4,707,0.23,Мелкая бытовая техника и электроника,5,1,5,7
216125,Прежний уровень,стандарт,да,3.3,3,151,0.15,Косметика и аксесуары,4,1,4,5
216126,Прежний уровень,стандарт,нет,3.9,4,125,0.14,Товары для детей,4,2,2,14
216127,Прежний уровень,стандарт,да,4.5,4,603,0.15,Мелкая бытовая техника и электроника,3,4,5,13
216128,Прежний уровень,стандарт,да,4.7,4,420,0.25,Косметика и аксесуары,3,3,2,12
216129,Прежний уровень,премиум,да,5.2,4,327,0.22,Домашний текстиль,3,4,7,9
216130,Прежний уровень,стандарт,да,3.3,3,322,0.24,Товары для детей,5,0,5,3
216131,Прежний уровень,стандарт,да,5.8,4,725,0.3,Товары для детей,3,4,2,6
216132,Прежний уровень,стандарт,да,5.5,5,718,0.15,Мелкая бытовая техника и электроника,6,1,5,6
216133,Прежний уровень,стандарт,нет,3.9,4,417,0.13,Мелкая бытовая техника и электроника,3,0,1,7
216134,Прежний уровень,премиум,да,3.3,5,786,0.16,Косметика и аксесуары,4,0,4,11
216135,Прежний уровень,стандарт,нет,5.6,3,563,0.21,Домашний текстиль,4,1,2,13
216136,Прежний уровень,стандарт,да,4.1,5,446,0.13,Домашний текстиль,6,2,4,10
216137,Прежний уровень,премиум,да,5.4,4,296,0.21,Домашний текстиль,3,5,7,15
216138,Прежний уровень,стандарт,нет,4.2,4,245,0.28,Домашний текстиль,4,2,5,6
216139,Прежний уровень,стандарт,да,4.8,5,860,0.17,Техника для красоты и здоровья,3,3,8,12
216140,Прежний уровень,премиум,да,4.9,3,881,0.13,Домашний текстиль,4,3,5,15
216141,Прежний уровень,стандарт,нет,4.0,4,748,0.28,Косметика и аксесуары,4,0,4,9
216142,Прежний уровень,стандарт,нет,5.5,5,645,0.28,Товары для детей,4,4,3,14
216143,Прежний уровень,стандарт,да,3.6,5,182,0.16,Товары для детей,4,2,3,8
216144,Прежний уровень,стандарт,да,4.8,4,541,0.29,Мелкая бытовая техника и электроника,3,5,5,9
216145,Прежний уровень,стандарт,да,6.6,5,955,0.17,Товары для детей,3,2,6,5
216146,Прежний уровень,стандарт,да,4.8,4,799,0.24,Товары для детей,4,4,9,8
216147,Прежний уровень,стандарт,да,5.7,4,1010,0.16,Мелкая бытовая техника и электроника,5,1,7,9
216148,Прежний уровень,стандарт,нет,3.6,5,180,0.32,Домашний текстиль,4,4,1,13
216149,Прежний уровень,стандарт,да,5.7,4,290,0.16,Мелкая бытовая техника и электроника,5,4,3,12
216150,Прежний уровень,стандарт,да,4.3,4,283,0.11,Кухонная посуда,3,4,5,14
216151,Прежний уровень,премиум,нет,2.6,4,708,0.13,Товары для детей,2,5,5,14
216152,Прежний уровень,стандарт,да,5.8,5,339,0.23,Косметика и аксесуары,3,2,5,9
216153,Прежний уровень,стандарт,нет,4.8,5,495,0.14,Косметика и аксесуары,4,3,3,8
216154,Прежний уровень,стандарт,да,3.2,4,320,0.18,Домашний текстиль,5,4,1,8
216155,Прежний уровень,стандарт,да,5.5,5,121,0.16,Кухонная посуда,4,5,5,7
216156,Прежний уровень,стандарт,нет,4.4,3,609,0.27,Товары для детей,5,3,1,9
216157,Прежний уровень,стандарт,да,4.0,3,432,0.16,Косметика и аксесуары,4,1,2,13
216158,Прежний уровень,стандарт,да,4.4,3,466,0.13,Товары для детей,3,4,2,6
216159,Прежний уровень,премиум,да,3.3,5,846,0.25,Мелкая бытовая техника и электроника,6,2,4,6
216160,Прежний уровень,стандарт,да,5.8,5,905,0.16,Мелкая бытовая техника и электроника,3,2,7,10
216161,Прежний уровень,стандарт,да,4.1,4,606,0.15,Техника для красоты и здоровья,6,1,4,12
216162,Прежний уровень,премиум,да,5.5,4,631,0.26,Товары для детей,4,1,4,9
216163,Прежний уровень,стандарт,нет,3.9,3,348,0.23,Мелкая бытовая техника и электроника,3,3,3,8
216164,Прежний уровень,стандарт,нет,4.9,5,274,0.21,Техника для красоты и здоровья,3,1,9,4
216165,Прежний уровень,стандарт,нет,5.4,4,142,0.15,Домашний текстиль,5,3,6,10
216166,Прежний уровень,стандарт,да,4.6,4,413,0.24,Домашний текстиль,3,4,2,10
216167,Прежний уровень,стандарт,нет,4.4,5,791,0.24,Кухонная посуда,3,1,4,8
216168,Прежний уровень,стандарт,да,5.5,4,577,0.17,Товары для детей,4,4,4,16
216169,Прежний уровень,премиум,да,4.1,3,748,0.13,Мелкая бытовая техника и электроника,3,1,5,6
216170,Прежний уровень,стандарт,да,4.7,4,955,0.25,Товары для детей,4,4,3,7
216171,Прежний уровень,стандарт,да,4.7,5,508,0.23,Косметика и аксесуары,4,3,5,6
216172,Прежний уровень,премиум,да,5.5,4,633,0.18,Товары для детей,3,4,6,12
216173,Прежний уровень,стандарт,нет,4.6,5,234,0.23,Техника для красоты и здоровья,5,1,6,7
216174,Прежний уровень,стандарт,нет,5.8,5,852,0.17,Косметика и аксесуары,3,0,6,5
216175,Прежний уровень,стандарт,нет,4.7,3,152,0.21,Домашний текстиль,5,3,7,14
216176,Прежний уровень,стандарт,да,5.2,3,343,0.3,Косметика и аксесуары,4,1,5,9
216177,Прежний уровень,стандарт,да,3.5,4,666,0.21,Мелкая бытовая техника и электроника,2,2,2,8
216178,Прежний уровень,стандарт,нет,3.3,4,353,0.18,Товары для детей,2,2,6,15
216179,Прежний уровень,стандарт,да,3.6,4,677,0.18,Домашний текстиль,6,1,6,9
216180,Прежний уровень,премиум,нет,6.6,4,887,0.25,Мелкая бытовая техника и электроника,5,3,4,13
216181,Прежний уровень,премиум,да,3.9,5,921,0.24,Товары для детей,5,2,8,8
216182,Прежний уровень,стандарт,да,6.1,4,395,0.17,Домашний текстиль,4,4,5,10
216183,Прежний уровень,стандарт,нет,5.3,4,192,0.25,Кухонная посуда,3,4,2,8
216184,Прежний уровень,стандарт,да,4.3,4,847,0.25,Техника для красоты и здоровья,5,2,3,12
216185,Прежний уровень,стандарт,нет,4.3,4,330,0.27,Мелкая бытовая техника и электроника,5,2,2,7
216186,Прежний уровень,стандарт,да,4.3,4,831,0.21,Мелкая бытовая техника и электроника,5,2,3,7
216187,Прежний уровень,премиум,нет,5.9,4,894,0.2,Товары для детей,4,1,2,14
216188,Прежний уровень,стандарт,нет,2.6,4,161,0.13,Домашний текстиль,5,4,4,8
216189,Прежний уровень,стандарт,да,4.4,4,940,0.21,Домашний текстиль,5,2,7,8
216190,Прежний уровень,премиум,да,4.0,4,951,0.33,Домашний текстиль,3,3,8,12
216191,Прежний уровень,стандарт,да,5.1,4,177,0.44,Косметика и аксесуары,3,2,2,7
216192,Прежний уровень,стандарт,да,3.3,3,641,0.27,Косметика и аксесуары,4,1,1,9
216193,Прежний уровень,стандарт,да,3.2,4,191,0.19,Товары для детей,4,4,5,13
216194,Прежний уровень,стандарт,да,5.0,4,600,0.15,Товары для детей,4,4,1,11
216195,Прежний уровень,стандарт,да,5.8,4,732,0.11,Косметика и аксесуары,5,1,4,9
216196,Прежний уровень,стандарт,да,4.1,4,783,0.14,Техника для красоты и здоровья,6,3,2,11
216197,Прежний уровень,премиум,да,4.9,5,406,0.25,Кухонная посуда,5,0,6,12
216198,Прежний уровень,стандарт,да,4.9,3,987,0.12,Техника для красоты и здоровья,3,2,3,7
216199,Прежний уровень,премиум,да,4.3,3,1025,0.2,Домашний текстиль,4,2,8,8
216200,Прежний уровень,премиум,да,4.2,3,967,0.28,Мелкая бытовая техника и электроника,4,2,5,15
216201,Прежний уровень,стандарт,да,4.9,4,718,0.21,Мелкая бытовая техника и электроника,6,3,4,6
216202,Прежний уровень,премиум,да,4.4,4,1004,0.17,Техника для красоты и здоровья,4,1,5,5
216203,Прежний уровень,премиум,да,4.0,4,1009,0.3,Товары для детей,3,2,5,11
216204,Прежний уровень,стандарт,да,5.2,4,622,0.24,Товары для детей,4,3,5,18
216205,Прежний уровень,стандарт,нет,6.3,3,566,0.12,Мелкая бытовая техника и электроника,2,2,2,10
216206,Прежний уровень,стандарт,да,4.4,5,747,0.14,Домашний текстиль,3,3,7,13
216207,Прежний уровень,стандарт,да,4.1,4,503,0.25,Техника для красоты и здоровья,4,2,1,11
216208,Прежний уровень,стандарт,да,3.9,3,827,0.12,Техника для красоты и здоровья,4,1,5,8
216209,Прежний уровень,стандарт,нет,4.1,4,169,0.17,Товары для детей,5,0,3,6
216210,Прежний уровень,стандарт,да,6.3,5,185,0.3,Кухонная посуда,4,5,5,11
216211,Прежний уровень,премиум,да,6.3,3,1030,0.13,Домашний текстиль,4,2,5,9
216212,Прежний уровень,стандарт,нет,4.4,3,206,0.29,Товары для детей,4,4,6,12
216213,Прежний уровень,стандарт,да,3.3,4,410,0.13,Домашний текстиль,6,2,8,11
216214,Прежний уровень,премиум,да,5.5,4,629,0.27,Техника для красоты и здоровья,4,1,6,9
216215,Прежний уровень,стандарт,да,3.4,3,603,0.15,Мелкая бытовая техника и электроника,3,0,3,9
216216,Прежний уровень,премиум,да,3.9,4,324,0.23,Мелкая бытовая техника и электроника,3,3,5,4
216217,Прежний уровень,стандарт,да,5.4,4,866,0.24,Мелкая бытовая техника и электроника,6,2,4,12
216218,Прежний уровень,стандарт,да,5.8,4,345,0.12,Техника для красоты и здоровья,5,3,3,9
216219,Прежний уровень,премиум,да,4.1,3,784,0.23,Косметика и аксесуары,2,1,6,6
216220,Прежний уровень,премиум,да,4.2,5,493,0.13,Косметика и аксесуары,3,2,4,11
216221,Прежний уровень,стандарт,да,3.3,5,245,0.3,Домашний текстиль,6,5,2,7
216222,Прежний уровень,стандарт,да,4.7,4,451,0.18,Товары для детей,5,4,5,8
216223,Прежний уровень,стандарт,да,6.6,5,319,0.21,Техника для красоты и здоровья,5,4,3,11
216224,Прежний уровень,стандарт,да,4.3,5,446,0.15,Мелкая бытовая техника и электроника,4,1,5,5
216225,Прежний уровень,премиум,да,3.8,5,958,0.14,Товары для детей,5,3,5,10
216226,Прежний уровень,стандарт,нет,3.3,5,346,0.29,Домашний текстиль,6,4,4,15
